Name,rate,stock,currentStock,outStock,Date
Caspofungin,98,314,314,0,2024-10-12T02:51:21.662193
Micafungin,23,168,168,0,2024-10-12T02:51:21.668166
Anidulafungin,44,396,396,0,2024-10-12T02:51:21.673185
Nystatin,49,317,317,0,2024-10-12T02:51:21.678167
Terbinafine,95,475,475,0,2024-10-12T02:51:21.684165
Zidovudine,64,217,217,0,2024-10-12T02:51:21.690167
Didanosine,47,349,349,0,2024-10-12T02:51:21.696164
Stavudine,16,473,473,0,2024-10-12T02:51:21.703165
Zalcitabine,63,282,282,0,2024-10-12T02:51:21.709796
Lopinavir/ritonavir,66,56,56,0,2024-10-12T02:51:21.715810
Efavirenz,53,437,437,0,2024-10-12T02:51:21.720801
Nevirapine,45,348,348,0,2024-10-12T02:51:21.725834
Saquinavir,87,310,310,0,2024-10-12T02:51:21.730823
Indinavir,70,328,328,0,2024-10-12T02:51:21.736801
Nelfinavir,89,115,115,0,2024-10-12T02:51:21.742802
Tipranavir,4,102,102,0,2024-10-12T02:51:21.747801
Fosamprenavir,72,440,440,0,2024-10-12T02:51:21.752821
Rilpivirine,30,171,171,0,2024-10-12T02:51:21.758944
Elvitegravir,92,34,34,0,2024-10-12T02:51:21.765938
Dolutegravir,54,231,231,0,2024-10-12T02:51:21.772939
Bictegravir,77,186,186,0,2024-10-12T02:51:21.780942
Maraviroc,90,248,248,0,2024-10-12T02:51:21.786140
Enfuvirtide,7,460,460,0,2024-10-12T02:51:21.793226
Cobicistat,80,471,471,0,2024-10-12T02:51:21.800344
Tenofovir,99,224,224,0,2024-10-12T02:51:21.807343
Adefovir,60,496,496,0,2024-10-12T02:51:21.815343
Emtricitabine,36,471,471,0,2024-10-12T02:51:21.822344
Lamivudine,22,122,122,0,2024-10-12T02:51:21.828345
Abacavir,51,472,472,0,2024-10-12T02:51:21.834451
Truvada,32,384,384,0,2024-10-12T02:51:21.840446
Descovy,89,96,96,0,2024-10-12T02:51:21.847345
HIV-1 protease inhibitors,21,291,291,0,2024-10-12T02:51:21.853343
NRTIs,94,211,211,0,2024-10-12T02:51:21.861347
NNRTIs,99,422,422,0,2024-10-12T02:51:21.867343
Integrase inhibitors,75,440,440,0,2024-10-12T02:51:21.875351
Entry inhibitors,80,82,82,0,2024-10-12T02:51:21.881346
Fusion inhibitors,60,74,74,0,2024-10-12T02:51:21.887483
HCV direct-acting antiviral agents,73,342,342,0,2024-10-12T02:51:21.893755
Simeprevir,89,34,34,0,2024-10-12T02:51:21.899819
Sofosbuvir,66,453,453,0,2024-10-12T02:51:21.905867
Ledipasvir,97,78,78,0,2024-10-12T02:51:21.912061
Velpatasvir,98,22,22,0,2024-10-12T02:51:21.918088
Glecaprevir,47,326,326,0,2024-10-12T02:51:21.924067
Pibrentasvir,35,337,337,0,2024-10-12T02:51:21.930488
Ribavirin,89,39,39,0,2024-10-12T02:51:21.937501
Interferon alpha,50,300,300,0,2024-10-12T02:51:21.944748
Peginterferon,14,95,95,0,2024-10-12T02:51:21.952688
Fingolimod,85,341,341,0,2024-10-12T02:51:21.960680
Dimethyl fumarate,82,347,347,0,2024-10-12T02:51:21.966681
Teriflunomide,68,131,131,0,2024-10-12T02:51:21.974717
Natalizumab,80,133,133,0,2024-10-12T02:51:21.981685
Ocrelizumab,42,428,428,0,2024-10-12T02:51:21.989680
Alemtuzumab,56,313,313,0,2024-10-12T02:51:21.996815
Rituximab,85,237,237,0,2024-10-12T02:51:22.003815
Mitoxantrone,58,377,377,0,2024-10-12T02:51:22.010816
Dalfampridine,35,425,425,0,2024-10-12T02:51:22.015817
Cladribine,84,491,491,0,2024-10-12T02:51:22.020814
OnabotulinumtoxinA,97,333,333,0,2024-10-12T02:51:22.026814
Baclofen,82,226,226,0,2024-10-12T02:51:22.031068
Gabapentin,49,133,133,0,2024-10-12T02:51:22.036072
Pregabalin,52,339,339,0,2024-10-12T02:51:22.041079
Carbamazepine,81,335,335,0,2024-10-12T02:51:22.046075
Phenytoin,91,388,388,0,2024-10-12T02:51:22.050303
Divalproex sodium,82,271,271,0,2024-10-12T02:51:22.056309
Lamotrigine,13,90,90,0,2024-10-12T02:51:22.062319
Topiramate,70,461,461,0,2024-10-12T02:51:22.068780
Zonisamide,11,163,163,0,2024-10-12T02:51:22.076146
Levetiracetam,100,319,319,0,2024-10-12T02:51:22.084157
Lacosamide,9,342,342,0,2024-10-12T02:51:22.090209
Rufinamide,9,166,166,0,2024-10-12T02:51:22.098282
Eslicarbazepine,48,471,471,0,2024-10-12T02:51:22.105247
Perampanel,38,152,152,0,2024-10-12T02:51:22.112494
Valproate,15,435,435,0,2024-10-12T02:51:22.118822
Ethosuximide,100,175,175,0,2024-10-12T02:51:22.126821
Cannabidiol,31,13,13,0,2024-10-12T02:51:22.133183
Benzodiazepines,6,340,340,0,2024-10-12T02:51:22.141190
Clonazepam,55,125,125,0,2024-10-12T02:51:22.147391
Diazepam,39,306,306,0,2024-10-12T02:51:22.153414
Lorazepam,57,460,460,0,2024-10-12T02:51:22.161432
Alprazolam,98,135,135,0,2024-10-12T02:51:22.167400
Clobazam,96,209,209,0,2024-10-12T02:51:22.174740
Chlordiazepoxide,49,155,155,0,2024-10-12T02:51:22.181944
Flurazepam,44,429,429,0,2024-10-12T02:51:22.189943
Temazepam,10,406,406,0,2024-10-12T02:51:22.196942
Midazolam,8,247,247,0,2024-10-12T02:51:22.204153
Oxazepam,90,178,178,0,2024-10-12T02:51:22.212154
Triazolam,61,442,442,0,2024-10-12T02:51:22.219465
Buspirone,46,302,302,0,2024-10-12T02:51:22.226555
Doxepin,81,242,242,0,2024-10-12T02:51:22.233462
Amitriptyline,25,499,499,0,2024-10-12T02:51:22.240468
Nortriptyline,1,200,200,0,2024-10-12T02:51:22.248470
Desipramine,59,151,151,0,2024-10-12T02:51:22.255573
Imipramine,87,84,84,0,2024-10-12T02:51:22.262556
Clomipramine,50,344,344,0,2024-10-12T02:51:22.268840
Trimipramine,13,191,191,0,2024-10-12T02:51:22.276851
Mirtazapine,51,309,309,0,2024-10-12T02:51:22.283847
Trazodone,4,43,43,0,2024-10-12T02:51:22.291848
Duloxetine,78,333,333,0,2024-10-12T02:51:22.298035
Venlafaxine,16,172,172,0,2024-10-12T02:51:22.305026
Fluoxetine,30,129,129,0,2024-10-12T02:51:22.311775
Citalopram,16,162,162,0,2024-10-12T02:51:22.318789
Escitalopram,38,116,116,0,2024-10-12T02:51:22.325841
Paroxetine,38,269,269,0,2024-10-12T02:51:22.331974
Sertraline,80,272,272,0,2024-10-12T02:51:22.338974
Bupropion,29,341,341,0,2024-10-12T02:51:22.346210
St. John's wort,42,477,477,0,2024-10-12T02:51:22.353209
L-tryptophan,22,113,113,0,2024-10-12T02:51:22.360209
S-adenosylmethionine,58,166,166,0,2024-10-12T02:51:22.366387
Omega-3 fatty acids,89,167,167,0,2024-10-12T02:51:22.374390
5-HTP,81,287,287,0,2024-10-12T02:51:22.381386
L-methylfolate,23,132,132,0,2024-10-12T02:51:22.389389
Lithium,35,287,287,0,2024-10-12T02:51:22.396386
Aripiprazole,49,199,199,0,2024-10-12T02:51:22.403391
Quetiapine,85,171,171,0,2024-10-12T02:51:22.411628
Olanzapine,68,453,453,0,2024-10-12T02:51:22.418720
Risperidone,48,88,88,0,2024-10-12T02:51:22.425735
Ziprasidone,76,314,314,0,2024-10-12T02:51:22.432721
Clozapine,15,8,8,0,2024-10-12T02:51:22.440983
Paliperidone,64,429,429,0,2024-10-12T02:51:22.448981
Brexpiprazole,52,40,40,0,2024-10-12T02:51:22.456032
Cariprazine,60,417,417,0,2024-10-12T02:51:22.463036
Lurasidone,28,109,109,0,2024-10-12T02:51:22.471061
Asenapine,87,133,133,0,2024-10-12T02:51:22.477059
Chlorpromazine,87,184,184,0,2024-10-12T02:51:22.485070
Thioridazine,91,269,269,0,2024-10-12T02:51:22.492071
Haloperidol,99,199,199,0,2024-10-12T02:51:22.499408
Fluphenazine,64,375,375,0,2024-10-12T02:51:22.506493
Perphenazine,7,362,362,0,2024-10-12T02:51:22.513585
Trifluoperazine,17,432,432,0,2024-10-12T02:51:22.520684
Molindone,27,229,229,0,2024-10-12T02:51:22.527581
Loxapine,10,390,390,0,2024-10-12T02:51:22.534585
Prochlorperazine,60,496,496,0,2024-10-12T02:51:22.541935
Thiothixene,36,1,1,0,2024-10-12T02:51:22.549259
Pimozide,30,373,373,0,2024-10-12T02:51:22.556254
Olanzapine/Fluoxetine,21,80,80,0,2024-10-12T02:51:22.563259
Ziprasidone,30,16,16,0,2024-10-12T02:51:22.570258
Naltrexone,30,179,179,0,2024-10-12T02:51:22.578278
Naloxone,26,47,47,0,2024-10-12T02:51:22.585261
Methadone,50,414,414,0,2024-10-12T02:51:22.592613
Buprenorphine,10,485,485,0,2024-10-12T02:51:22.600633
Suboxone,31,36,36,0,2024-10-12T02:51:22.607640
Varenicline,71,130,130,0,2024-10-12T02:51:22.614773
Acamprosate,34,412,412,0,2024-10-12T02:51:22.621742
Disulfiram,31,347,347,0,2024-10-12T02:51:22.628815
Topiramate,61,195,195,0,2024-10-12T02:51:22.635770
Gabapentin,59,369,369,0,2024-10-12T02:51:22.643213
Pregabalin,59,430,430,0,2024-10-12T02:51:22.650220
Lofexidine,90,332,332,0,2024-10-12T02:51:22.658209
Clonidine,81,393,393,0,2024-10-12T02:51:22.665209
Dexmedetomidine,18,170,170,0,2024-10-12T02:51:22.672207
Nitrous oxide,95,156,156,0,2024-10-12T02:51:22.679216
Ketamine,10,421,421,0,2024-10-12T02:51:22.686320
Propofol,93,55,55,0,2024-10-12T02:51:22.693220
Thiopental,41,253,253,0,2024-10-12T02:51:22.700207
Etomidate,74,207,207,0,2024-10-12T02:51:22.706207
Dexmedetomidine,5,244,244,0,2024-10-12T02:51:22.712208
Fentanyl,62,236,236,0,2024-10-12T02:51:22.718208
Sufentanil,52,166,166,0,2024-10-12T02:51:22.724209
Remifentanil,56,360,360,0,2024-10-12T02:51:22.730207
Morphine,42,79,79,0,2024-10-12T02:51:22.737204
Hydromorphone,45,82,82,0,2024-10-12T02:51:22.743207
Oxycodone,56,181,181,0,2024-10-12T02:51:22.749237
Hydrocodone,78,320,320,0,2024-10-12T02:51:22.755246
Methadone,6,255,255,0,2024-10-12T02:51:22.761245
Tramadol,93,213,213,0,2024-10-12T02:51:22.769247
Codeine,75,89,89,0,2024-10-12T02:51:22.775245
Meperidine,33,239,239,0,2024-10-12T02:51:22.781802
Tapentadol,82,340,340,0,2024-10-12T02:51:22.788715
Buprenorphine,89,76,76,0,2024-10-12T02:51:22.795697
Loperamide,83,366,366,0,2024-10-12T02:51:22.803992
Diphenoxylate/Atropine,23,205,205,0,2024-10-12T02:51:22.811996
Dextromethorphan,28,368,368,0,2024-10-12T02:51:22.818990
Baclofen,78,495,495,0,2024-10-12T02:51:22.825989
Zolpidem,3,338,338,0,2024-10-12T02:51:22.950201
Eszopiclone,19,16,16,0,2024-10-12T02:51:22.956616
Suvorexant,79,4,4,0,2024-10-12T02:51:22.964750
Ramelteon,16,78,78,0,2024-10-12T02:51:22.971723
Melatonin,45,85,85,0,2024-10-12T02:51:22.980709
Valerian root,25,69,69,0,2024-10-12T02:51:22.987875
Chamomile,40,132,132,0,2024-10-12T02:51:22.995879
Passionflower,29,251,251,0,2024-10-12T02:51:23.003922
Lavender,4,112,112,0,2024-10-12T02:51:23.011890
St. John's wort,6,188,188,0,2024-10-12T02:51:23.020237
Kava kava,3,261,261,0,2024-10-12T02:51:23.027225
Ginkgo biloba,33,94,94,0,2024-10-12T02:51:23.035235
5-HTP,50,268,268,0,2024-10-12T02:51:23.042263
L-tryptophan,65,96,96,0,2024-10-12T02:51:23.049569
Taurine,88,408,408,0,2024-10-12T02:51:23.057579
Magnesium,84,233,233,0,2024-10-12T02:51:23.064887
Omega-3 fatty acids,91,463,463,0,2024-10-12T02:51:23.072887
Coenzyme Q10,73,258,258,0,2024-10-12T02:51:23.080893
Resveratrol,76,460,460,0,2024-10-12T02:51:23.086891
Curcumin,91,171,171,0,2024-10-12T02:51:23.095890
Glutathione,74,45,45,0,2024-10-12T02:51:23.103407
N-acetylcysteine,97,44,44,0,2024-10-12T02:51:23.110454
Vitamin D,52,347,347,0,2024-10-12T02:51:23.118459
Vitamin B12,58,312,312,0,2024-10-12T02:51:23.126454
Folic acid,34,468,468,0,2024-10-12T02:51:23.133892
Zinc,55,8,8,0,2024-10-12T02:51:23.141024
Selenium,85,438,438,0,2024-10-12T02:51:23.148176
Iron,62,256,256,0,2024-10-12T02:51:23.155157
Calcium,54,37,37,0,2024-10-12T02:51:23.162895
Potassium,17,10,10,0,2024-10-12T02:51:23.169902
Sodium,77,457,457,0,2024-10-12T02:51:23.176902
Chloride,21,194,194,0,2024-10-12T02:51:23.182901
Magnesium,73,82,82,0,2024-10-12T02:51:23.189047
Phosphate,51,354,354,0,2024-10-12T02:51:23.193998
Choline,13,242,242,0,2024-10-12T02:51:23.198998
Inositol,50,126,126,0,2024-10-12T02:51:23.204999
Vitamin A,91,370,370,0,2024-10-12T02:51:23.212408
Vitamin C,64,312,312,0,2024-10-12T02:51:23.219306
Vitamin E,91,329,329,0,2024-10-12T02:51:23.227706
Vitamin K,59,68,68,0,2024-10-12T02:51:23.234701
Probiotics,24,42,42,0,2024-10-12T02:51:23.241711
Prebiotics,63,173,173,0,2024-10-12T02:51:23.248707
Digestive enzymes,73,271,271,0,2024-10-12T02:51:23.256219
Omega-3 fish oil,91,358,358,0,2024-10-12T02:51:23.263217
Alpha-lipoic acid,94,59,59,0,2024-10-12T02:51:23.270222
Quercetin,61,315,315,0,2024-10-12T02:51:23.278219
Turmeric,99,259,259,0,2024-10-12T02:51:23.285224
Milk thistle,45,165,165,0,2024-10-12T02:51:23.293223
Ginger,35,259,259,0,2024-10-12T02:51:23.300381
Echinacea,28,327,327,0,2024-10-12T02:51:23.307450
Garlic,95,495,495,0,2024-10-12T02:51:23.314563
Onion,35,73,73,0,2024-10-12T02:51:23.321517
Thyme,12,257,257,0,2024-10-12T02:51:23.329529
Oregano,96,291,291,0,2024-10-12T02:51:23.336918
Rosemary,12,191,191,0,2024-10-12T02:51:23.344197
Basil,61,26,26,0,2024-10-12T02:51:23.354164
Cinnamon,14,267,267,0,2024-10-12T02:51:23.362264
Cloves,43,439,439,0,2024-10-12T02:51:23.369212
Black seed oil,41,258,258,0,2024-10-12T02:51:23.376425
Grapeseed extract,45,481,481,0,2024-10-12T02:51:23.383426
Pomegranate extract,46,46,46,0,2024-10-12T02:51:23.390440
Green tea extract,90,395,395,0,2024-10-12T02:51:23.397429
Hyaluronic acid,60,76,76,0,2024-10-12T02:51:23.404427
L-Carnitine,38,249,249,0,2024-10-12T02:51:23.411441
Creatine,29,188,188,0,2024-10-12T02:51:23.418424
Beta-alanine,17,296,296,0,2024-10-12T02:51:23.426423
Arginine,87,145,145,0,2024-10-12T02:51:23.433426
Citrulline,44,10,10,0,2024-10-12T02:51:23.439424
Glutamine,31,414,414,0,2024-10-12T02:51:23.444425
BCAAs,15,202,202,0,2024-10-12T02:51:23.450427
HMB,3,73,73,0,2024-10-12T02:51:23.456424
D-Aspartic acid,19,286,286,0,2024-10-12T02:51:23.462425
Testosterone boosters,35,423,423,0,2024-10-12T02:51:23.468423
DHT blockers,27,142,142,0,2024-10-12T02:51:23.473424
Hair growth supplements,85,393,393,0,2024-10-12T02:51:23.478425
Collagen,80,260,260,0,2024-10-12T02:51:23.483423
Biotin,89,24,24,0,2024-10-12T02:51:23.488430
Keratin,98,309,309,0,2024-10-12T02:51:23.493428
Astaxanthin,37,324,324,0,2024-10-12T02:51:23.498522
Lutein,15,441,441,0,2024-10-12T02:51:23.504426
Zeaxanthin,47,498,498,0,2024-10-12T02:51:23.512706
Bacopa monnieri,38,462,462,0,2024-10-12T02:51:23.519701
Rhodiola rosea,1,326,326,0,2024-10-12T02:51:23.526692
Ashwagandha,44,435,435,0,2024-10-12T02:51:23.534022
Holy basil,94,450,450,0,2024-10-12T02:51:23.542423
Schisandra,30,306,306,0,2024-10-12T02:51:23.549394
Cordyceps,13,156,156,0,2024-10-12T02:51:23.556388
Lion's mane,27,136,136,0,2024-10-12T02:51:23.563616
Reishi,44,70,70,0,2024-10-12T02:51:23.570615
Chaga,25,484,484,0,2024-10-12T02:51:23.577617
Maitake,75,441,441,0,2024-10-12T02:51:23.584897
Shiitake,19,200,200,0,2024-10-12T02:51:23.591271
Turkey tail,65,109,109,0,2024-10-12T02:51:23.599287
Agaricus blazei,79,365,365,0,2024-10-12T02:51:23.605288
Enoki,60,95,95,0,2024-10-12T02:51:23.613281
Oyster,52,251,251,0,2024-10-12T02:51:23.620277
Cordonopsis,76,267,267,0,2024-10-12T02:51:23.627424
Ginseng,35,65,65,0,2024-10-12T02:51:23.634410
Siberian ginseng,72,446,446,0,2024-10-12T02:51:23.642414
Panax ginseng,46,13,13,0,2024-10-12T02:51:23.649412
American ginseng,50,274,274,0,2024-10-12T02:51:23.655963
Guarana,77,74,74,0,2024-10-12T02:51:23.663970
Cacao,66,344,344,0,2024-10-12T02:51:23.671232
Ginger,56,360,360,0,2024-10-12T02:51:23.678220
Turmeric,64,28,28,0,2024-10-12T02:51:23.685220
Ginkgo biloba,39,308,308,0,2024-10-12T02:51:23.692214
Rhodiola rosea,36,500,500,0,2024-10-12T02:51:23.700222
L-arginine,47,64,64,0,2024-10-12T02:51:23.709215
L-citrulline,25,481,481,0,2024-10-12T02:51:23.715220
Acetyl L-carnitine,68,330,330,0,2024-10-12T02:51:23.722371
Glutathione,3,80,80,0,2024-10-12T02:51:23.730572
N-acetylcysteine,82,42,42,0,2024-10-12T02:51:23.737574
R-alpha lipoic acid,78,70,70,0,2024-10-12T02:51:23.744578
Astaxanthin,95,187,187,0,2024-10-12T02:51:23.752971
Selenium,57,179,179,0,2024-10-12T02:51:23.759312
Zinc,54,173,173,0,2024-10-12T02:51:23.766541
Vitamin D,62,410,410,0,2024-10-12T02:51:23.773555
Vitamin C,71,265,265,0,2024-10-12T02:51:23.780501
Vitamin A,83,296,296,0,2024-10-12T02:51:23.786967
Vitamin E,20,330,330,0,2024-10-12T02:51:23.798076
CoQ10,55,60,60,0,2024-10-12T02:51:23.805077
Omega-3 fatty acids,90,147,147,0,2024-10-12T02:51:23.812076
Krill oil,8,90,90,0,2024-10-12T02:51:23.819080
Flaxseed oil,94,399,399,0,2024-10-12T02:51:23.826080
Fish oil,28,321,321,0,2024-10-12T02:51:23.838207
Algal oil,61,394,394,0,2024-10-12T02:51:23.846080
Evening primrose oil,64,43,43,0,2024-10-12T02:51:23.853082
Black seed oil,3,99,99,0,2024-10-12T02:51:23.861223
Saw palmetto,60,101,101,0,2024-10-12T02:51:23.867523
Stinging nettle,39,365,365,0,2024-10-12T02:51:23.874540
Pumpkin seed oil,20,294,294,0,2024-10-12T02:51:23.881534
Hyaluronic acid,71,104,104,0,2024-10-12T02:51:23.888805
Vitamin K2,14,82,82,0,2024-10-12T02:51:23.895794
Folate,21,218,218,0,2024-10-12T02:51:23.903908
Biotin,75,94,94,0,2024-10-12T02:51:23.910850
L-Theanine,2,160,160,0,2024-10-12T02:51:23.917849
5-HTP,38,391,391,0,2024-10-12T02:51:23.924851
Tryptophan,56,459,459,0,2024-10-12T02:51:23.931871
Magnesium,68,10,10,0,2024-10-12T02:51:23.938853
Potassium,50,130,130,0,2024-10-12T02:51:23.946158
Calcium,48,133,133,0,2024-10-12T02:51:23.953401
Sodium,30,61,61,0,2024-10-12T02:51:23.960332
Chloride,7,239,239,0,2024-10-12T02:51:23.966323
Phosphate,70,468,468,0,2024-10-12T02:51:23.973552
Lysine,68,317,317,0,2024-10-12T02:51:23.980993
Threonine,27,285,285,0,2024-10-12T02:51:23.988047
Serine,73,31,31,0,2024-10-12T02:51:23.995990
Methionine,53,280,280,0,2024-10-12T02:51:24.003151
Leucine,52,178,178,0,2024-10-12T02:51:24.010152
Isoleucine,64,300,300,0,2024-10-12T02:51:24.016330
Valine,17,20,20,0,2024-10-12T02:51:24.022337
Histidine,27,124,124,0,2024-10-12T02:51:24.026338
Phenylalanine,43,287,287,0,2024-10-12T02:51:24.031336
Taurine,33,70,70,0,2024-10-12T02:51:24.035341
Creatine,68,415,415,0,2024-10-12T02:51:24.040338
DHEA,66,467,467,0,2024-10-12T02:51:24.045336
Testosterone,61,85,85,0,2024-10-12T02:51:24.050434
Pregnenolone,4,182,182,0,2024-10-12T02:51:24.056342
Androstenedione,54,263,263,0,2024-10-12T02:51:24.061911
Dehydroepiandrosterone,93,34,34,0,2024-10-12T02:51:24.067919
Estrone,40,273,273,0,2024-10-12T02:51:24.073917
Estradiol,35,235,235,0,2024-10-12T02:51:24.081659
Progesterone,97,62,62,0,2024-10-12T02:51:24.088770
Thyroid hormones,30,145,145,0,2024-10-12T02:51:24.096770
Adrenal hormones,78,39,39,0,2024-10-12T02:51:24.101767
Insulin,45,28,28,0,2024-10-12T02:51:24.106776
Glucagon,16,266,266,0,2024-10-12T02:51:24.112767
Vasopressin,3,116,116,0,2024-10-12T02:51:24.117910
Calcitonin,3,307,307,0,2024-10-12T02:51:24.122947
Parathyroid hormone,57,68,68,0,2024-10-12T02:51:24.128931
Oxytocin,22,237,237,0,2024-10-12T02:51:24.133931
Prolactin,93,392,392,0,2024-10-12T02:51:24.139013
Somatotropin,57,201,201,0,2024-10-12T02:51:24.145003
Melatonin,25,394,394,0,2024-10-12T02:51:24.151334
Histamine,15,374,374,0,2024-10-12T02:51:24.157318
Serotonin,97,255,255,0,2024-10-12T02:51:24.162410
Dopamine,45,293,293,0,2024-10-12T02:51:24.167449
Norepinephrine,87,481,481,0,2024-10-12T02:51:24.172429
Epinephrine,29,424,424,0,2024-10-12T02:51:24.178864
Acetylcholine,49,108,108,0,2024-10-12T02:51:24.183997
Gamma-aminobutyric acid,26,387,387,0,2024-10-12T02:51:24.190003
Endorphins,80,212,212,0,2024-10-12T02:51:24.197152
Enkephalins,74,416,416,0,2024-10-12T02:51:24.204265
Substance P,68,495,495,0,2024-10-12T02:51:24.211265
Neuropeptide Y,78,416,416,0,2024-10-12T02:51:24.216288
Leptin,89,176,176,0,2024-10-12T02:51:24.222264
Ghrelin,79,275,275,0,2024-10-12T02:51:24.227264
Cholecystokinin,27,461,461,0,2024-10-12T02:51:24.232266
Glucose-dependent insulinotropic peptide,64,287,287,0,2024-10-12T02:51:24.238265
Peptide YY,68,79,79,0,2024-10-12T02:51:24.245266
Neurotensin,94,463,463,0,2024-10-12T02:51:24.250596
Calcitonin gene-related peptide,60,399,399,0,2024-10-12T02:51:24.252801
Vasoactive intestinal peptide,18,396,396,0,2024-10-12T02:51:24.252801
Atrial natriuretic peptide,62,328,328,0,2024-10-12T02:51:24.268432
Brain natriuretic peptide,77,99,99,0,2024-10-12T02:51:24.268432
Corticotropin-releasing hormone,7,104,104,0,2024-10-12T02:51:24.284176
Thyrotropin-releasing hormone,23,188,188,0,2024-10-12T02:51:24.284176
Luteinizing hormone,13,112,112,0,2024-10-12T02:51:24.284176
Follicle-stimulating hormone,85,453,453,0,2024-10-12T02:51:24.299683
Adrenocorticotropic hormone,35,101,101,0,2024-10-12T02:51:24.299683
Growth hormone-releasing hormone,59,258,258,0,2024-10-12T02:51:24.315411
Melanocyte-stimulating hormone,69,147,147,0,2024-10-12T02:51:24.324307
Oxytocin,6,158,158,0,2024-10-12T02:51:24.331500
Antidiuretic hormone,16,498,498,0,2024-10-12T02:51:24.331500
Prolactin,34,57,57,0,2024-10-12T02:51:24.331500
Thyroid-stimulating hormone,95,422,422,0,2024-10-12T02:51:24.347132
Insulin-like growth factor,43,90,90,0,2024-10-12T02:51:24.347132
Thymosin,66,340,340,0,2024-10-12T02:51:24.362842
Gastrin,95,76,76,0,2024-10-12T02:51:24.362842
Secretin,58,498,498,0,2024-10-12T02:51:24.378475
Somatostatin,40,322,322,0,2024-10-12T02:51:24.378475
Insulin-like peptides,59,31,31,0,2024-10-12T02:51:24.378475
Adiponectin,38,164,164,0,2024-10-12T02:51:24.394014
Resistin,58,200,200,0,2024-10-12T02:51:24.394014
Tumor necrosis factor,18,246,246,0,2024-10-12T02:51:24.409725
Interleukins,70,26,26,0,2024-10-12T02:51:24.409725
Interferons,76,201,201,0,2024-10-12T02:51:24.409725
Transforming growth factor,22,1,1,0,2024-10-12T02:51:24.425270
Platelet-derived growth factor,28,38,38,0,2024-10-12T02:51:24.425270
Fibroblast growth factor,6,121,121,0,2024-10-12T02:51:24.440979
Vascular endothelial growth factor,49,376,376,0,2024-10-12T02:51:24.440979
Hepatocyte growth factor,78,455,455,0,2024-10-12T02:51:24.456509
Nerve growth factor,18,32,32,0,2024-10-12T02:51:24.456509
Epidermal growth factor,19,90,90,0,2024-10-12T02:51:24.456509
Insulin-like growth factor,29,278,278,0,2024-10-12T02:51:24.472137
Neurotrophic factors,83,123,123,0,2024-10-12T02:51:24.472137
Glycoprotein hormones,79,93,93,0,2024-10-12T02:51:24.487759
Prostaglandins,67,419,419,0,2024-10-12T02:51:24.487759
Leukotrienes,71,67,67,0,2024-10-12T02:51:24.503382
Thromboxanes,75,87,87,0,2024-10-12T02:51:24.503382
Lipoxins,54,92,92,0,2024-10-12T02:51:24.503382
Endocannabinoids,48,325,325,0,2024-10-12T02:51:24.519007
Nitric oxide,68,128,128,0,2024-10-12T02:51:24.519007
Carbon monoxide,85,135,135,0,2024-10-12T02:51:24.534746
Hydrogen sulfide,82,354,354,0,2024-10-12T02:51:24.534746
Endothelins,70,265,265,0,2024-10-12T02:51:24.550274
Cytokines,80,116,116,0,2024-10-12T02:51:24.550274
Chemokines,57,211,211,0,2024-10-12T02:51:24.566028
Pathogens,21,204,204,0,2024-10-12T02:51:24.566028
Viruses,37,396,396,0,2024-10-12T02:51:24.566028
Bacteria,7,347,347,0,2024-10-12T02:51:24.581511
Fungi,52,133,133,0,2024-10-12T02:51:24.581511
Parasites,84,289,289,0,2024-10-12T02:51:24.597135
Prions,15,413,413,0,2024-10-12T02:51:24.597135
Toxins,80,348,348,0,2024-10-12T02:51:24.612803
Allergens,79,360,360,0,2024-10-12T02:51:24.612803
Antigens,63,200,200,0,2024-10-12T02:51:24.612803
Antibodies,43,454,454,0,2024-10-12T02:51:24.628385
Inflammatory mediators,38,442,442,0,2024-10-12T02:51:24.628385
Immune cells,26,307,307,0,2024-10-12T02:51:24.644131
